[1]1,10083,0,0,,5
[7]2,192,0,0.13606770833333337,,16
|[12, 8, 10]2|,0,0,0,,0
|[12, 8, 11, 7]2|,0,0,0,,0
|[12, 8, 11, 9]2|,0,0,0,,0
|[12, 8, 11, 10]2|,0,0,0,,0
|[12, 8, 11, 12]2|,0,0,0,,0
|[12, 8, 12, 7]2|,0,0,0,,0
|[12, 8, 12, 9]2|,0,0,0,,0
|[12, 8, 12, 10]2|,0,0,0,,0
|[12, 8, 12, 11, 7]2|,0,0,0,,0
|[12, 8, 12, 11, 9]2|,0,0,0,,0
|[12, 8, 12, 11, 10]2|,0,0,0,,0
|[12, 8, 12, 11, 12, 7]2|,0,0,0,,0
|[12, 8, 12, 11, 12, 9]2|,0,0,0,,0
|[12, 8, 12, 11, 12, 10]2|,0,0,0,,0
|[12, 9, 7]2|,0,0,0,,0
|[12, 9, 8, 7]2|,0,0,0,,0
|[12, 9, 8, 9]2|,0,0,0,,0
|[12, 9, 8, 10]2|,0,0,0,,0
|[12, 9, 8, 11]2|,0,0,0,,0
|[12, 9, 8, 12]2|,0,0,0,,0
|[12, 9, 10]2|,0,0,0,,0
|[12, 9, 11, 7]2|,0,0,0,,0
|[12, 9, 11, 8, 7]2|,0,0,0,,0
|[12, 9, 11, 8, 9]2|,0,0,0,,0
|[12, 9, 11, 8, 10]2|,0,0,0,,0
|[12, 9, 11, 8, 11]2|,0,0,0,,0
|[12, 9, 11, 8, 12]2|,0,0,0,,0
|[12, 9, 11, 10]2|,0,0,0,,0
|[12, 9, 11, 12]2|,0,0,0,,0
|[12, 9, 12, 7]2|,0,0,0,,0
|[12, 9, 12, 8, 7]2|,0,0,0,,0
|[12, 9, 12, 8, 9]2|,0,0,0,,0
|[12, 9, 12, 8, 10]2|,0,0,0,,0
|[12, 9, 12, 8, 11]2|,0,0,0,,0
|[12, 9, 12, 8, 12, 7]2|,0,0,0,,0
|[12, 9, 12, 8, 12, 9]2|,0,0,0,,0
|[12, 9, 12, 8, 12, 10]2|,0,0,0,,0
|[12, 9, 12, 8, 12, 11]2|,0,0,0,,0
|[12, 9, 12, 10]2|,0,0,0,,0
|[12, 9, 12, 11, 7]2|,0,0,0,,0
|[12, 9, 12, 11, 8, 7]2|,0,0,0,,0
|[12, 9, 12, 11, 8, 9]2|,0,0,0,,0
|[12, 9, 12, 11, 8, 10]2|,0,0,0,,0
|[12, 9, 12, 11, 8, 11]2|,0,0,0,,0
|[12, 9, 12, 11, 8, 12]2|,0,0,0,,0
|[12, 9, 12, 11, 10]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 7]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 7]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 9]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 10]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 11]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 12, 7]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 12, 9]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 12, 10]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 8, 12, 11]2|,0,0,0,,0
|[12, 9, 12, 11, 12, 10]2|,0,0,0,,0
|[12, 10, 7]2|,0,0,0,,0
|[12, 10, 8, 7]2|,0,0,0,,0
|[12, 10, 8, 9]2|,0,0,0,,0
|[12, 10, 8, 10]2|,0,0,0,,0
|[12, 10, 8, 11]2|,0,0,0,,0
|[12, 10, 8, 12]2|,0,0,0,,0
|[12, 10, 9, 7]2|,0,0,0,,0
|[12, 10, 9, 8, 7]2|,0,0,0,,0
|[12, 10, 9, 8, 9]2|,0,0,0,,0
|[12, 10, 9, 8, 10]2|,0,0,0,,0
|[12, 10, 9, 8, 11]2|,0,0,0,,0
|[12, 10, 9, 8, 12]2|,0,0,0,,0
|[12, 10, 9, 10]2|,0,0,0,,0
|[12, 10, 9, 11]2|,0,0,0,,0
|[12, 10, 9, 12]2|,0,0,0,,0
|[12, 10, 11, 7]2|,0,0,0,,0
|[12, 10, 11, 8, 7]2|,0,0,0,,0
|[12, 10, 11, 8, 9]2|,0,0,0,,0
|[12, 10, 11, 8, 10]2|,0,0,0,,0
|[12, 10, 11, 8, 11]2|,0,0,0,,0
|[12, 10, 11, 8, 12]2|,0,0,0,,0
|[12, 10, 11, 9, 7]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 7]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 9]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 10]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 11, 7]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 11, 9]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 11, 10]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 11, 12]2|,0,0,0,,0
|[12, 10, 11, 9, 8, 12]2|,0,0,0,,0
|[12, 10, 11, 9, 10]2|,0,0,0,,0
|[12, 10, 11, 9, 11]2|,0,0,0,,0
|[12, 10, 11, 9, 12]2|,0,0,0,,0
|[12, 10, 11, 12]2|,0,0,0,,0
|[12, 10, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 8, 11]2|,0,0,0,,0
|[12, 10, 12, 8, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 8, 12, 9]2|,0,0,0,,0
|[12, 10, 12, 8, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 8, 12, 11]2|,0,0,0,,0
|[12, 10, 12, 9, 7]2|,0,0,0,,0
|[12, 10, 12, 9, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 9, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 9, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 9, 8, 11]2|,0,0,0,,0
|[12, 10, 12, 9, 8, 12]2|,0,0,0,,0
|[12, 10, 12, 9, 10]2|,0,0,0,,0
|[12, 10, 12, 9, 11]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 11]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 12, 9]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 8, 12, 11]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 9, 12, 11]2|,0,0,0,,0
|[12, 10, 12, 11, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 8, 11]2|,0,0,0,,0
|[12, 10, 12, 11, 8, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 11, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 11, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 11, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 11, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 8, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 11]2|,0,0,0,,0
|[12, 10, 12, 11, 9, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 10]2|,1,0,0.041666666666666664,,0
|[12, 10, 12, 11, 12, 8, 11]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 12, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 8, 12, 11]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 11, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 11, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 11, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 11, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 8, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 11]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 11, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 11, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 11, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 11, 12]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 11, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 11, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 11, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 11, 12, 7]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 11, 12, 9]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 8, 12, 11, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 10]2|,0,0,0,,0
|[12, 10, 12, 11, 12, 9, 12, 11]2|,0,0,0,,0
|[12, 11]2|,0,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[0, 2]1|,12,0,0,,20
[7]2,1,0,0.20833333333333334,,4
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
[8]2,1,0,-0.041666666666666664,,4
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
|[9, 7]2|,1,0,0.020833333333333332,,4
[1]1,0,0,0,,0
[3]1,1,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[9, 8]2|,1,0,-0.3958333333333333,,4
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,1,0,0,,0
|[9, 10]2|,1,0,0.16666666666666666,,5
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,1,0,0,,0
|[9, 11]2|,1,0,1.0,,4
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,1,0,0,,0
|[9, 12]2|,1,0,0.1875,,5
[0]1,1,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 7]2|,1,0,0.14583333333333334,,4
[1]1,1,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 8]2|,1,0,0.0,,4
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,1,0,0,,0
|[10, 9, 7]2|,1,0,1.0,,4
[1]1,0,0,0,,0
[3]1,1,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 9, 8]2|,1,0,1.0,,4
[1]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
|[10, 9, 10]2|,0,0,0,,0
|[10, 9, 11, 7]2|,0,0,0,,0
|[10, 9, 11, 8]2|,0,0,0,,0
|[10, 9, 11, 10]2|,1,0,0.0,,0
|[10, 9, 11, 12]2|,0,0,0,,0
|[10, 9, 12]2|,0,0,0,,0
|[10, 11]2|,0,0,0,,0
|[10, 12]2|,0,0,0,,0
[12]2,0,0,0,,0
|[0, 3]1|,12,0,0,,20
[7]2,1,0,-0.0625,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,1,0,0,,0
[8]2,1,0,0.125,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
|[9, 7]2|,1,0,-0.10416666666666667,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
|[9, 8]2|,1,0,-0.0625,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
|[9, 10]2|,1,0,-0.020833333333333332,,5
[0]1,0,0,0,,0
[1]1,1,0,0,,0
[2]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[9, 11]2|,1,0,0.22916666666666666,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,1,0,0,,0
|[9, 12]2|,1,0,0.3333333333333333,,5
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[2]1,1,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 7]2|,1,0,-0.020833333333333332,,4
[1]1,0,0,0,,0
[2]1,1,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 8]2|,1,0,0.0,,4
[1]1,1,0,0,,0
[2]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 9, 7]2|,1,0,0.10416666666666667,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[4]1,1,0,0,,0
[5]1,0,0,0,,0
|[10, 9, 8]2|,1,0,1.0,,4
[1]1,0,0,0,,0
[2]1,1,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[10, 9, 10]2|,0,0,0,,0
|[10, 9, 11, 7]2|,0,0,0,,0
|[10, 9, 11, 8]2|,0,0,0,,0
|[10, 9, 11, 10]2|,1,0,0.3333333333333333,,0
|[10, 9, 11, 12]2|,0,0,0,,0
|[10, 9, 12]2|,0,0,0,,0
|[10, 11]2|,0,0,0,,0
|[10, 12]2|,0,0,0,,0
[12]2,0,0,0,,0
|[0, 4]1|,12,0,0,,5
[7]2,2,0,0.23958333333333331,,4
[1]1,1,0,0,,4
[8]2,0,0,0,,0
[9]2,0,0,0,,0
[10]2,0,0,0,,0
[12]2,1,0,0.20833333333333334,,0
[2]1,0,0,0,,0
[3]1,1,0,0,,0
[5]1,0,0,0,,0
[8]2,3,0,0.3263888888888889,,3
[2]1,1,0,0,,0
[3]1,1,0,0,,5
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[9]2,0,0,0,,0
[10]2,1,0,1.0,,0
[12]2,0,0,0,,0
[5]1,1,0,0,,9
[7]2,1,0,0.14583333333333334,,0
[8]2,0,0,0,,0
[9]2,0,0,0,,0
|[10, 7]2|,0,0,0,,0
|[10, 8]2|,0,0,0,,0
|[10, 9]2|,0,0,0,,0
|[10, 11]2|,0,0,0,,0
|[10, 12]2|,0,0,0,,0
[12]2,0,0,0,,0
[9]2,2,0,-0.08333333333333331,,4
[1]1,1,0,0,,10
[7]2,0,0,0,,0
[8]2,0,0,0,,0
|[10, 7]2|,0,0,0,,0
|[10, 8]2|,0,0,0,,0
|[10, 11, 7]2|,0,0,0,,0
|[10, 11, 8]2|,0,0,0,,0
|[10, 11, 12]2|,1,0,0.10416666666666667,,0
|[10, 12]2|,0,0,0,,0
[11]2,0,0,0,,0
[12]2,0,0,0,,0
[2]1,0,0,0,,0
[3]1,1,0,0,,0
[5]1,0,0,0,,0
[10]2,3,0,0.375,,4
[1]1,1,0,0,,0
[2]1,1,0,0,,13
[7]2,0,0,0,,0
[8]2,0,0,0,,0
|[9, 7]2|,0,0,0,,0
|[9, 8]2|,0,0,0,,0
|[9, 10]2|,0,0,0,,0
|[9, 11, 7]2|,0,0,0,,0
|[9, 11, 8]2|,0,0,0,,0
|[9, 11, 10]2|,0,0,0,,0
|[9, 11, 12]2|,1,0,0.0625,,0
|[9, 12]2|,0,0,0,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
[12]2,0,0,0,,0
[3]1,0,0,0,,0
[5]1,0,0,0,,0
[12]2,2,0,0.020833333333333332,,6
[0]1,1,0,0,,4
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[9]2,0,0,0,,0
[10]2,1,0,0.0,,0
[1]1,0,0,0,,0
[2]1,1,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[5]1,0,0,0,,0
|[0, 5]1|,12,0,0,,5
[7]2,3,0,0.15277777777777776,,4
[1]1,1,0,0,,17
|[8, 9, 10]2|,0,0,0,,0
|[8, 9, 11, 10]2|,0,0,0,,0
|[8, 9, 11, 12]2|,0,0,0,,0
|[8, 9, 12]2|,0,0,0,,0
|[8, 10, 9, 10]2|,1,0,-0.020833333333333332,,0
|[8, 10, 9, 11]2|,0,0,0,,0
|[8, 10, 9, 12]2|,0,0,0,,0
|[8, 10, 11, 9, 10]2|,0,0,0,,0
|[8, 10, 11, 9, 11]2|,0,0,0,,0
|[8, 10, 11, 9, 12]2|,0,0,0,,0
|[8, 10, 11, 12]2|,0,0,0,,0
|[8, 10, 12]2|,0,0,0,,0
|[8, 11]2|,0,0,0,,0
|[8, 12]2|,0,0,0,,0
[9]2,0,0,0,,0
[10]2,0,0,0,,0
[12]2,0,0,0,,0
[2]1,0,0,0,,0
[3]1,1,0,0,,0
[4]1,0,0,0,,0
[8]2,2,0,0.16666666666666669,,4
[1]1,1,0,0,,21
[7]2,0,0,0,,0
|[9, 7]2|,0,0,0,,0
|[9, 10]2|,0,0,0,,0
|[9, 11, 7]2|,1,0,0.125,,0
|[9, 11, 10]2|,0,0,0,,0
|[9, 11, 12]2|,0,0,0,,0
|[9, 12]2|,0,0,0,,0
|[10, 7]2|,0,0,0,,0
|[10, 9, 7]2|,0,0,0,,0
|[10, 9, 10]2|,0,0,0,,0
|[10, 9, 11]2|,0,0,0,,0
|[10, 9, 12]2|,0,0,0,,0
|[10, 11, 7]2|,0,0,0,,0
|[10, 11, 9, 7]2|,0,0,0,,0
|[10, 11, 9, 10]2|,0,0,0,,0
|[10, 11, 9, 11]2|,0,0,0,,0
|[10, 11, 9, 12]2|,0,0,0,,0
|[10, 11, 12]2|,0,0,0,,0
|[10, 12]2|,0,0,0,,0
[11]2,0,0,0,,0
[12]2,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,1,0,0,,0
[9]2,2,0,0.020833333333333332,,4
[1]1,1,0,0,,10
[7]2,0,0,0,,0
[8]2,0,0,0,,0
|[10, 7]2|,0,0,0,,0
|[10, 8]2|,1,0,0.020833333333333332,,0
|[10, 11, 7]2|,0,0,0,,0
|[10, 11, 8]2|,0,0,0,,0
|[10, 11, 12]2|,0,0,0,,0
|[10, 12]2|,0,0,0,,0
[11]2,0,0,0,,0
[12]2,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,1,0,0,,0
[10]2,2,0,0.020833333333333332,,4
[1]1,1,0,0,,5
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[9]2,1,0,0.0,,0
[11]2,0,0,0,,0
[12]2,0,0,0,,0
[2]1,0,0,0,,0
[3]1,1,0,0,,0
[4]1,0,0,0,,0
[12]2,2,0,0.12499999999999999,,10
[0]1,1,0,0,,66
[7]2,0,0,0,,0
|[8, 7]2|,0,0,0,,0
|[8, 9, 7]2|,0,0,0,,0
|[8, 9, 10]2|,0,0,0,,0
|[8, 9, 11, 7]2|,0,0,0,,0
|[8, 9, 11, 10]2|,0,0,0,,0
|[8, 9, 11, 12]2|,0,0,0,,0
|[8, 9, 12]2|,0,0,0,,0
|[8, 10, 7]2|,0,0,0,,0
|[8, 10, 9, 7]2|,0,0,0,,0
|[8, 10, 9, 10]2|,0,0,0,,0
|[8, 10, 9, 11]2|,0,0,0,,0
|[8, 10, 9, 12]2|,0,0,0,,0
|[8, 10, 11, 7]2|,0,0,0,,0
|[8, 10, 11, 9, 7]2|,0,0,0,,0
|[8, 10, 11, 9, 10]2|,0,0,0,,0
|[8, 10, 11, 9, 11]2|,0,0,0,,0
|[8, 10, 11, 9, 12]2|,0,0,0,,0
|[8, 10, 11, 12]2|,0,0,0,,0
|[8, 10, 12]2|,0,0,0,,0
|[8, 11]2|,0,0,0,,0
|[8, 12, 7]2|,0,0,0,,0
|[8, 12, 9, 7]2|,0,0,0,,0
|[8, 12, 9, 10]2|,0,0,0,,0
|[8, 12, 9, 11, 7]2|,0,0,0,,0
